Date,RELIANCE_NS_AdjClose,RELIANCE_NS_Close,RELIANCE_NS_High,RELIANCE_NS_Low,RELIANCE_NS_Open,RELIANCE_NS_Volume,returns,volatility_30d,momentum_5d,momentum_20d,sma_50,sma_200,sector_ITBEES_NS_AdjClose,sector_ITBEES_NS_Close,macro_NSEI_AdjClose,macro_NSEI_Close,comm_CL_F_AdjClose,comm_CL_F_Close,econ_IND_GDP,econ_IND_CPI,econ_US_RATE,credit_score,avg_sentiment_score
2022-01-03,1093.7806396484375,1109.3763427734375,1111.2685546875,1090.7779541015625,1091.4471435546875,5421611.0,0.0225680061864337,0.242835191916949,0.0142065216699844,-0.0104623185221038,1091.1265747070313,1144.516216430664,40.0,40.0,17625.69921875,17625.69921875,76.08000183105469,76.08000183105469,6.48422363033757,4.95303550973656,,50.31039573863031,0.0
2022-01-04,1118.465087890625,1134.4127197265625,1135.7510986328125,1109.445556640625,1114.9375,10847728.0,0.0225680061864337,0.242835191916949,0.0142065216699844,-0.0104623185221038,1091.1265747070313,1144.516216430664,40.13999938964844,40.13999938964844,17805.25,17805.25,76.98999786376953,76.98999786376953,6.48422363033757,4.95303550973656,,50.30064162800596,0.0
2022-01-05,1123.6976318359375,1139.719970703125,1143.1351318359375,1122.8060302734375,1136.212646484375,11643813.0,0.0046783256821907,0.242835191916949,0.0142065216699844,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.52999877929688,39.52999877929688,17925.25,17925.25,77.8499984741211,77.8499984741211,6.48422363033757,4.95303550973656,,50.10276307808875,0.0
2022-01-06,1099.53662109375,1115.21435546875,1132.5206298828125,1111.7530517578125,1131.2283935546875,14447422.0,-0.0215013452530929,0.242835191916949,0.0142065216699844,-0.0104623185221038,1091.1265747070313,1144.516216430664,38.93000030517578,38.93000030517578,17745.900390625,17745.900390625,79.45999908447266,79.45999908447266,6.48422363033757,4.95303550973656,,49.94313913984087,0.0
2022-01-07,1108.4093017578125,1124.213623046875,1134.3896484375,1112.929931640625,1121.883056640625,13112115.0,0.008069472624965,0.242835191916949,0.0142065216699844,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.04999923706055,39.04999923706055,17812.69921875,17812.69921875,78.9000015258789,78.9000015258789,6.48422363033757,4.95303550973656,,50.41642126286268,0.0
2022-01-10,1109.3194580078125,1125.1365966796875,1133.9051513671875,1115.0067138671875,1131.59765625,9246731.0,0.0008211373258566,0.242835191916949,0.0142065216699844,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.08000183105469,39.08000183105469,18003.30078125,18003.30078125,78.2300033569336,78.2300033569336,6.48422363033757,4.95303550973656,,50.43951436286907,0.0
2022-01-11,1117.3048095703125,1133.2359619140625,1142.18896484375,1123.7520751953125,1124.213623046875,16205164.0,0.0071984237767186,0.242835191916949,-0.0010373844770611,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.38999938964844,39.38999938964844,18055.75,18055.75,81.22000122070312,81.22000122070312,6.48422363033757,4.95303550973656,,49.94608224743351,0.0
2022-01-12,1147.130859375,1163.4871826171875,1165.2640380859375,1137.5970458984375,1140.5045166015625,14800442.0,0.0266946401279324,0.242835191916949,0.0208536770703844,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.41999816894531,39.41999816894531,18212.349609375,18212.349609375,82.63999938964844,82.63999938964844,6.48422363033757,4.95303550973656,,50.28798186237124,0.0
2022-01-13,1153.592041015625,1170.04052734375,1172.671142578125,1157.626220703125,1163.5565185546875,11856712.0,0.0056324712981266,0.242835191916949,0.0491620005053621,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.470001220703125,39.470001220703125,18257.80078125,18257.80078125,82.12000274658203,82.12000274658203,6.48422363033757,4.95303550973656,,50.73545183156087,0.0
2022-01-14,1155.2755126953125,1171.748046875,1184.8084716796875,1165.6793212890625,1169.902099609375,19930176.0,0.001459330178982,0.242835191916949,0.0422824049411849,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.68999862670898,39.68999862670898,18255.75,18255.75,83.81999969482422,83.81999969482422,6.48422363033757,4.95303550973656,,50.480719832490486,0.0
2022-01-17,1161.3043212890625,1177.8629150390625,1183.7470703125,1170.8250732421875,1171.28662109375,8036453.0,0.005218502883078,0.242835191916949,0.0468619412613637,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.63999938964844,39.63999938964844,18308.099609375,18308.099609375,83.81999969482422,83.81999969482422,6.48422363033757,4.95303550973656,,50.6386903360184,0.0
2022-01-18,1147.44921875,1163.810302734375,1182.5240478515625,1161.0181884765625,1179.0167236328125,6215029.0,-0.0119306389247593,0.242835191916949,0.0269795752434649,-0.0104623185221038,1091.1265747070313,1144.516216430664,39.0,39.0,18113.05078125,18113.05078125,85.43000030517578,85.43000030517578,6.48422363033757,4.95303550973656,,50.06974222614537,0.0
2022-01-19,1147.3582763671875,1163.718017578125,1173.132568359375,1157.903076171875,1167.5946044921875,9755485.0,-7.925612857317965e-05,0.242835191916949,0.0001982485174458,-0.0104623185221038,1091.1265747070313,1144.516216430664,38.16999816894531,38.16999816894531,17938.400390625,17938.400390625,86.95999908447266,86.95999908447266,6.48422363033757,4.95303550973656,,49.76600574136978,0.0
2022-01-20,1127.2696533203125,1143.3427734375,1158.341552734375,1132.9820556640625,1153.772705078125,16494486.0,-0.0175085877364133,0.242835191916949,-0.0228177611837008,-0.0104623185221038,1091.1265747070313,1144.516216430664,37.56999969482422,37.56999969482422,17757.0,17757.0,86.9000015258789,86.9000015258789,6.48422363033757,4.95303550973656,,49.73791931451572,0.0
2022-01-21,1127.4515380859375,1143.52734375,1154.7879638671875,1131.59765625,1131.59765625,13338594.0,0.0001613498288446,0.242835191916949,-0.0240842762645079,-0.0104623185221038,1091.1265747070313,1144.516216430664,36.709999084472656,36.709999084472656,17617.150390625,17617.150390625,85.13999938964844,85.13999938964844,6.48422363033757,4.95303550973656,,49.8212283366624,0.0
2022-01-24,1081.9730224609375,1097.4005126953125,1155.9417724609375,1086.8782958984375,1142.2120361328125,21868937.0,-0.0403374460796854,0.242835191916949,-0.0683122394137535,-0.0104623185221038,1091.1265747070313,1144.516216430664,35.72999954223633,35.72999954223633,17149.099609375,17149.099609375,83.30999755859375,83.30999755859375,6.48422363033757,4.95303550973656,,49.25736373974645,0.0
