Date,INFY_NS_AdjClose,INFY_NS_Close,INFY_NS_High,INFY_NS_Low,INFY_NS_Open,INFY_NS_Volume,returns,volatility_30d,momentum_5d,momentum_20d,sma_50,sma_200,sector_ITBEES_NS_AdjClose,sector_ITBEES_NS_Close,macro_NSEI_AdjClose,macro_NSEI_Close,comm_CL_F_AdjClose,comm_CL_F_Close,econ_IND_GDP,econ_IND_CPI,econ_US_RATE,credit_score,avg_sentiment_score
2022-01-03,1740.2310791015625,1898.449951171875,1914.050048828125,1887.75,1887.75,3329616.0,0.0003687577129951,0.2993736595684821,-0.025125819191717,-0.0665805834508805,1631.9883276367189,1474.0303527832032,40.0,40.0,17625.69921875,17625.69921875,76.08000183105469,76.08000183105469,6.48422363033757,4.95303550973656,,45.121807647701885,0.0
2022-01-04,1740.872802734375,1899.1500244140625,1906.6500244140625,1878.0,1898.449951171875,3921999.0,0.0003687577129951,0.2993736595684821,-0.025125819191717,-0.0665805834508805,1631.9883276367189,1474.0303527832032,40.13999938964844,40.13999938964844,17805.25,17805.25,76.98999786376953,76.98999786376953,6.48422363033757,4.95303550973656,,45.112053537077536,0.0
2022-01-05,1690.914794921875,1844.6500244140625,1902.9000244140625,1840.0,1900.0,6995719.0,-0.0286971039664881,0.2993736595684821,-0.025125819191717,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.52999877929688,39.52999877929688,17925.25,17925.25,77.8499984741211,77.8499984741211,6.48422363033757,4.95303550973656,,44.91417498716032,0.0
2022-01-06,1666.302490234375,1817.800048828125,1828.0,1800.0,1828.0,6449205.0,-0.0145556149614488,0.2993736595684821,-0.025125819191717,-0.0665805834508805,1631.9883276367189,1474.0303527832032,38.93000030517578,38.93000030517578,17745.900390625,17745.900390625,79.45999908447266,79.45999908447266,6.48422363033757,4.95303550973656,,44.75455104891244,0.0
2022-01-07,1663.0943603515625,1814.300048828125,1836.0,1806.800048828125,1815.449951171875,4834389.0,-0.0019252986187167,0.2993736595684821,-0.025125819191717,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.04999923706055,39.04999923706055,17812.69921875,17812.69921875,78.9000015258789,78.9000015258789,6.48422363033757,4.95303550973656,,45.22783317193425,0.0
2022-01-10,1696.50634765625,1850.75,1869.9000244140625,1813.0,1815.0,7857560.0,0.0200902535064964,0.2993736595684821,-0.025125819191717,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.08000183105469,39.08000183105469,18003.30078125,18003.30078125,78.2300033569336,78.2300033569336,6.48422363033757,4.95303550973656,,45.25092627194064,0.0
2022-01-11,1700.952392578125,1855.5999755859373,1870.0,1850.1500244140625,1855.0,5142287.0,0.0026207063286367,0.2993736595684821,-0.0229312618897528,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.38999938964844,39.38999938964844,18055.75,18055.75,81.22000122070312,81.22000122070312,6.48422363033757,4.95303550973656,,44.93187879099519,0.0
2022-01-12,1720.9810791015625,1877.449951171875,1889.0,1860.0,1868.9000244140625,5362535.0,0.0117749835979126,0.2993736595684821,0.0177810758235612,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.41999816894531,39.41999816894531,18212.349609375,18212.349609375,82.63999938964844,82.63999938964844,6.48422363033757,4.95303550973656,,45.461991167591606,0.0
2022-01-13,1738.7186279296875,1896.800048828125,1912.5,1866.3499755859373,1905.0,14277630.0,0.010306649528875,0.2993736595684821,0.0434591787023777,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.470001220703125,39.470001220703125,18257.80078125,18257.80078125,82.12000274658203,82.12000274658203,6.48422363033757,4.95303550973656,,45.883158931219626,0.0
2022-01-14,1768.555908203125,1929.3499755859373,1933.0,1881.0,1882.0,7688506.0,0.0171604995737377,0.2993736595684821,0.0634128467787413,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.68999862670898,39.68999862670898,18255.75,18255.75,83.81999969482422,83.81999969482422,6.48422363033757,4.95303550973656,,45.89675956855464,0.0
2022-01-17,1777.85986328125,1939.5,1953.9000244140625,1930.5,1938.550048828125,5262464.0,0.0052607639006323,0.2993736595684821,0.0479535580502785,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.63999938964844,39.63999938964844,18308.099609375,18308.099609375,83.81999969482422,83.81999969482422,6.48422363033757,4.95303550973656,,45.85434182159614,0.0
2022-01-18,1760.672607421875,1920.75,1945.0,1911.449951171875,1922.0999755859373,3690315.0,-0.0096673850478034,0.2993736595684821,0.0351098685091546,-0.0665805834508805,1631.9883276367189,1474.0303527832032,39.0,39.0,18113.05078125,18113.05078125,85.43000030517578,85.43000030517578,6.48422363033757,4.95303550973656,,45.355780476490864,0.0
2022-01-19,1711.447998046875,1867.050048828125,1916.0,1862.8499755859373,1916.0,5747770.0,-0.0279578435919888,0.2993736595684821,-0.0055393293804626,-0.0665805834508805,1631.9883276367189,1474.0303527832032,38.16999816894531,38.16999816894531,17938.400390625,17938.400390625,86.95999908447266,86.95999908447266,6.48422363033757,4.95303550973656,,44.91336528007929,0.0
2022-01-20,1671.710693359375,1823.699951171875,1848.0,1815.5,1844.0,5533463.0,-0.0232185288322219,0.2993736595684821,-0.0385386879130061,-0.0665805834508805,1631.9883276367189,1474.0303527832032,37.56999969482422,37.56999969482422,17757.0,17757.0,86.9000015258789,86.9000015258789,6.48422363033757,4.95303550973656,,44.78544536491125,0.0
2022-01-21,1636.8778076171875,1785.699951171875,1808.0,1776.0,1795.0,8252758.0,-0.0208366710104541,0.2993736595684821,-0.0744551529161009,-0.0665805834508805,1631.9883276367189,1474.0303527832032,36.709999084472656,36.709999084472656,17617.150390625,17617.150390625,85.13999938964844,85.13999938964844,6.48422363033757,4.95303550973656,,44.522254887835054,0.0
2022-01-24,1592.0533447265625,1736.800048828125,1768.6500244140625,1728.0,1765.0,7116712.0,-0.0273841227989255,0.2993736595684821,-0.1045113410748581,-0.0665805834508805,1631.9883276367189,1474.0303527832032,35.72999954223633,35.72999954223633,17149.099609375,17149.099609375,83.30999755859375,83.30999755859375,6.48422363033757,4.95303550973656,,44.100108040824,0.0
2022-01-25,1578.6241455078125,1722.1500244140625,1740.0,1700.5,1726.5999755859375,9137653.0,-0.0084351440001883,0.2993736595684821,-0.103397111505377,-0.0665805834508805,1631.9883276367189,1474.0303527832032,35.599998474121094,35.599998474121094,17277.94921875,17277.94921875,85.5999984741211,85.5999984741211,6.48422363033757,4.95303550973656,,44.12037622342318,0.0
2022-01-27,1538.70361328125,1678.5999755859375,1709.699951171875,1665.0,1702.0,11231734.0,-0.0252881804324112,0.2993736595684821,-0.1009346383663207,-0.0665805834508805,1631.9883276367189,1474.0303527832032,34.439998626708984,34.439998626708984,17110.150390625,17110.150390625,86.61000061035156,86.61000061035156,6.48422363033757,4.95303550973656,,43.89492539895427,0.0
2022-01-28,1545.670166015625,1686.199951171875,1727.550048828125,1679.5,1681.0,10998502.0,0.0045275468740331,0.2993736595684821,-0.0753961363317393,-0.0665805834508805,1631.9883276367189,1474.0303527832032,34.720001220703125,34.720001220703125,17101.94921875,17101.94921875,86.81999969482422,86.81999969482422,6.48422363033757,4.95303550973656,,44.678612251327145,0.0
2022-01-31,1591.503173828125,1736.199951171875,1749.5,1715.3499755859375,1718.0,8788872.0,0.029652515019195,0.2993736595684821,-0.027720232736929,-0.0665805834508805,1631.9883276367189,1474.0303527832032,35.70000076293945,35.70000076293945,17339.849609375,17339.849609375,88.1500015258789,88.1500015258789,6.48422363033757,4.95303550973656,,45.32512244792028,0.0
2022-02-01,1624.365478515625,1772.050048828125,1780.0,1734.699951171875,1766.0999755859375,5119935.0,0.0206485951318931,0.2993736595684821,0.0202958863759756,-0.0665805834508805,1631.9883276367189,1474.0303527832032,36.27999877929688,36.27999877929688,17576.849609375,17576.849609375,88.19999694824219,88.19999694824219,6.48422363033757,4.95303550973656,,45.80229151904177,0.0
2022-02-02,1638.1611328125,1787.0999755859375,1792.800048828125,1772.0,1789.0,4253717.0,0.0084929496959524,0.2993736595684821,0.037714479076041,-0.0590001002718559,1631.9883276367189,1474.0303527832032,36.68999862670898,36.68999862670898,17780.0,17780.0,88.26000213623047,88.26000213623047,6.48422363033757,4.95303550973656,,46.10507913972368,0.0
2022-02-03,1593.657470703125,1738.550048828125,1779.0,1734.0,1779.0,3832922.0,-0.027166840439541,0.2993736595684821,0.0357143877141401,-0.0575175783610335,1631.9883276367189,1474.0303527832032,35.95000076293945,35.95000076293945,17560.19921875,17560.19921875,90.2699966430664,90.2699966430664,6.48422363033757,4.95303550973656,,45.51109585686548,0.0
2022-02-04,1595.9947509765625,1741.0999755859375,1753.949951171875,1710.1500244140625,1732.0,4700077.0,0.0014666139471026,0.2993736595684821,0.0325584242145673,-0.0421938631610178,1631.9883276367189,1474.0303527832032,35.86000061035156,35.86000061035156,17516.30078125,17516.30078125,92.30999755859376,92.30999755859376,6.48422363033757,4.95303550973656,,46.08999281498096,0.0
2022-02-07,1572.070068359375,1715.0,1732.0,1695.4000244140625,1722.199951171875,4310209.0,-0.0149904519438728,0.2993736595684821,-0.0122105351646937,-0.0547318866338683,1631.9883276367189,1474.0303527832032,35.38999938964844,35.38999938964844,17213.599609375,17213.599609375,91.31999969482422,91.31999969482422,6.48422363033757,4.95303550973656,,45.415504424004894,0.0
2022-02-08,1574.1783447265625,1717.300048828125,1725.0,1696.0,1710.0,6053401.0,0.0013410829514663,0.2993736595684821,-0.0308964543096079,-0.0721058327301195,1631.9883276367189,1474.0303527832032,35.400001525878906,35.400001525878906,17266.75,17266.75,89.36000061035156,89.36000061035156,6.48422363033757,4.95303550973656,,45.115938632053776,0.0
2022-02-09,1592.5115966796875,1737.300048828125,1743.0,1725.0,1735.0,3867244.0,0.0116462356470221,0.2993736595684821,-0.0278663284205983,-0.0637529870745379,1631.9883276367189,1474.0303527832032,35.81999969482422,35.81999969482422,17463.80078125,17463.80078125,89.66000366210938,89.66000366210938,6.48422363033757,4.95303550973656,,45.31393884445063,0.0
2022-02-10,1622.11962890625,1769.5999755859375,1773.9000244140625,1748.75,1755.6500244140625,4334630.0,0.0185920355545881,0.2993736595684821,0.0178596459567734,-0.0574448210940954,1631.9883276367189,1474.0303527832032,36.09000015258789,36.09000015258789,17605.849609375,17605.849609375,89.87999725341797,89.87999725341797,6.48422363033757,4.95303550973656,,45.87647373676904,0.0
2022-02-11,1577.8907470703125,1721.3499755859375,1745.949951171875,1713.0,1740.0,7551371.0,-0.0272661035892647,0.2993736595684821,-0.0113433981503838,-0.0924979339819201,1631.9883276367189,1474.0303527832032,35.22999954223633,35.22999954223633,17374.75,17374.75,93.0999984741211,93.0999984741211,6.48422363033757,4.95303550973656,,44.02116880738379,0.0
2022-02-14,1542.003662109375,1682.199951171875,1718.550048828125,1678.25,1690.0,7459637.0,-0.0227437070833765,0.2993736595684821,-0.0191253601573736,-0.1281001324543536,1631.9883276367189,1474.0303527832032,35.22999954223633,35.22999954223633,16842.80078125,16842.80078125,95.45999908447266,95.45999908447266,6.48422363033757,4.95303550973656,,43.28794964668558,0.0
2022-02-15,1593.38232421875,1738.25,1746.75,1690.449951171875,1699.0,4669915.0,0.0333194164007961,0.2993736595684821,0.0121993670898346,-0.1037638246256512,1631.9883276367189,1474.0303527832032,35.689998626708984,35.689998626708984,17352.44921875,17352.44921875,92.06999969482422,92.06999969482422,6.48422363033757,4.95303550973656,,45.13144239448194,0.0
2022-02-16,1588.844970703125,1733.300048828125,1755.449951171875,1726.8499755859375,1738.25,5350642.0,-0.0028476238544001,0.2992264627550197,-0.0023024171278923,-0.0975920429467886,1631.9883276367189,1474.0303527832032,35.58000183105469,35.58000183105469,17322.19921875,17322.19921875,93.66000366210938,93.66000366210938,6.48422363033757,4.95303550973656,,44.40589448309972,0.0
2022-02-17,1581.0533447265625,1724.800048828125,1749.0,1720.300048828125,1744.0,3937950.0,-0.0049039560940388,0.2891570970933543,-0.0253164337869318,-0.0761896671526802,1631.9883276367189,1474.0303527832032,35.439998626708984,35.439998626708984,17304.599609375,17304.599609375,91.76000213623048,91.76000213623048,6.48422363033757,4.95303550973656,,45.61052849213979,0.0
